StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q4,Q71,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q89_6,Q89_7,Q89_8,Q74,Q72,Q73,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q24,Q24_2_TEXT,Q99,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q87_9,Q87_10,Q87_11,Q87_12,Q87_13,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q77_7,Q77_8,Q77_9,Q77_10,Q77_11,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q101,Q22,Q22_4_TEXT,Q23,Q57,Q57_3_TEXT,Q62,Q62_6_TEXT,Q58,Q59,Q64,Q64_12_TEXT,Q63,Q63_9_TEXT,assigned_category,assigned_group,session_id
2022-06-17 20:41:29,2022-06-17 20:56:15,IP Address,*******,100,885,True,2022-06-17 20:56:15,R_QagZ8y5c8nMkoQ9,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5dfdc45e617219a8e2e05c26,7,5,5,7,4,2,6,2,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,237.587,237.587,645.949,1,No,,Somewhat okay. I think I needed a clearer goal in what I should be probing from the agent,5,5,3,3,3,,6,6,6,2,7,1,2,5,1,1,1,2,6,6,5,2,3,4,14,5,6,10,11,4,mixed-quality data,No motive,,"Seemed to be a resource bot with some trial code thrown in. ",Male,,Straight/Heterosexual,,25-34 years old,Associates or technical degree,Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,3,2022-06-18T02:43:08.587Z
2022-06-17 20:37:28,2022-06-17 20:56:19,IP Address,*******,100,1130,True,2022-06-17 20:56:19,R_O9dbj4H4W9dKjPr,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5dcf3f72c0823f08df81f18f,7,6,5,6,5,2,3,2,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,14.387,625.183,648.014,7,No,,"I did not fine the program to be particularly manipulative as expected, though when I tried to extract specific answers (like if they have experts for two specific issues of mental health) I only got vague answers indicating that it can do whatever I want it to do.  So it did assure me but couldn't give me specific answers.  Also, it's answers to short and felt pre-packaged.  I didn't feel like I was talking to a real person.",2,3,2,3,1,,3,6,3,2,5,3,2,3,2,3,3,5,6,3,5,3,2,4,5,1,13,6,15,17,mixed-quality data,No motive,,"the agent simply answered questions it was asked, nothing more, nothing less. It didn't try to get me to buy the service and it also didn't try to get to know me or my concerns.  It just seemed there.",Female,,Prefer to self-describe,queer,45-54 years old,Bachelor’s degree,Prefer to self-describe,White,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,3,2022-06-18T02:39:48.623Z
2022-06-17 20:40:08,2022-06-17 20:56:41,IP Address,*******,100,992,True,2022-06-17 20:56:41,R_vvMY2dCGTngq45H,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,60feea92d60520ac4a3fa8bf,6,5,3,4,4,1,3,3,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,545.139,618.203,619.311,7,No,,"I was surprised each time the bot said something that seemed considerate and exact to the situation. At first I assumed it to be quick responses, fill-in-the-blank-with-my-prompt style, but the responses seemed eerily aware and considerate.",3,6,5,5,3,,6,5,5,3,4,2,5,5,5,3,4,6,6,5,6,5,6,7,7,3,2,13,11,3,mixed-quality data,Caring motives,,"There were more than just statistics and facts being stated, or at least it felt much more considerate and genuine than I was prepared for.",Female,,Bisexual,,18-24 years old,Associates or technical degree,Prefer to self-describe,Caucasian,"Yes, Another Hispanic, Latino/a/x or Spanish origin",,,1,2022-06-18T02:42:01.815Z
2022-06-17 20:41:08,2022-06-17 20:57:10,IP Address,*******,100,962,True,2022-06-17 20:57:10,R_PSzjFMymg25s90J,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5d5cc6419e52520019d7eabb,6,5,,6,6,2,3,1,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,611.332,0,Yes (please specify),I broke Melu,It was better than expected.,1,1,1,1,1,,5,1,1,3,7,7,2,1,3,2,2,7,2,3,5,7,2,7,5,1,1,1,1,1,mixed-quality data,No motive,,Its a program with a list of pre-programmed responses,Male,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree","Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,3,2022-06-18T02:43:15.476Z
2022-06-17 20:41:14,2022-06-17 20:57:44,IP Address,*******,100,989,True,2022-06-17 20:57:45,R_UnC06S5Yog94zzb,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5726570ef2a83f000f6aea6d,6,4,3,4,5,2,2,2,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,636.476,0,No,,"Wow, was this some sort of joke? The ai seems to just be using conditionals, not anything all that sophisticated.",1,1,1,1,1,,1,1,1,1,7,7,2,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,17,18,highly flawed data,Manipulative/malicious motives,,Because it was inconsistent.,Male,,Gay/Lesbian/Homosexual,,25-34 years old,Bachelor’s degree,Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin,Some other race, ethnicity, or origin",,,1,2022-06-18T02:44:16.373Z
2022-06-17 20:36:13,2022-06-17 20:58:14,IP Address,*******,100,1320,True,2022-06-17 20:58:14,R_x4Sl768RLt8wsNj,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5a9262251eda410001360b2c,4,2,2,3,4,2,1,1,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,856.119,856.119,856.856,1,No,,"I wasn't very satisfied with Melu's answers. It did seem to only care about selling it's services. It couldn't tell me details on what exactly they offer. I wanted to know what sets Melu apart from other similar services, but didn't get an answer. I got the same answer time and time again, even when I reworded my question.",1,1,2,1,1,,4,3,2,1,5,1,3,1,1,2,2,4,5,3,4,1,1,1,15,1,10,11,12,13,mixed-quality data,Manipulative/malicious motives,,"It was made to have that objective, the creators programmed it that way.",Female,,Straight/Heterosexual,,35-44 years old,High school diploma or GED,"Asian,Some other race, ethnicity, or origin,Prefer to self-describe","Asian, White","No, not of Hispanic, Latino/a/x, or Spanish origin",,,3,2022-06-18T02:39:23.914Z
2022-06-17 20:39:14,2022-06-17 20:59:18,IP Address,*******,100,1204,True,2022-06-17 20:59:18,R_2TNbWhiBVb29v4V,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5cfbe5afd3251300013fee89,7,5,,6,6,1,5,1,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,80.282,602.543,606.749,3,No,,"It was a much more pleasant and positive experience than I expected. I was impressed with how natural and appropriately responsive the bot was. ",7,6,7,4,5,,5,7,6,7,1,1,6,6,4,2,2,5,7,7,6,6,6,4,1,1,1,20,1,1,high-quality data,Caring motives,,"The agent seemed interested, responsive and helpful. ",Female,,Straight/Heterosexual,,45-54 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:42:31.175Z
2022-06-17 20:42:25,2022-06-17 20:59:23,IP Address,*******,100,1017,True,2022-06-17 20:59:23,R_UEg4kvRmk5ed7PP,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,60d2681a54900d4e1cf3d392,5,5,1,5,1,1,2,1,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,605.649,0,No,,"I was surprised by the fluidity and accuracy of the responses, but put off by the robotic repetition (especially of the phrase ""I'm here to listen and help in any way I can"" in nearly every message). I also disliked the AI claiming to care/empathize with the user - when I was at my low points in my mental health journey I know those responses would have made me feel awful. I would know they aren't genuine and they would remind me that people who claim those things in real life aren't being genuine, either.",3,4,1,1,2,,2,3,3,1,7,1,4,2,1,1,1,5,5,5,3,1,1,1,4,1,11,17,4,10,high-quality data,Caring motives,,"Constant repetition of phrases meant to be reassuring and caring, no attempt to sell or redirect",Female,,Prefer to self-describe,Demisexual,18-24 years old,High school diploma or GED,"Some other race, ethnicity, or origin,Prefer to self-describe",White,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:44:27.864Z
2022-06-17 20:40:06,2022-06-17 20:59:47,IP Address,*******,100,1180,True,2022-06-17 20:59:47,R_3kOqmMLcTKhMV9W,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5af2203a8838250001cb35d6,4,6,3,3,2,1,1,1,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,7.299,673.036,685.738,6,No,,"I already have depression and anxiety. I now want to scream. This was one of the worst experiences i have had when talking to someone about my mental health. I do not like this app or whatever it was supposed to be. I want to cry. It was hard to get through it. It kept asking me how it affected my mental health, even after I told it, how it affected it. ",1,1,1,1,1,,1,1,1,1,7,6,1,1,1,1,1,1,1,1,1,1,1,1,20,1,11,1,17,20,highly flawed data,Manipulative/malicious motives,,"It made my mental health go lower than usual. ",Female,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree","Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,3,2022-06-18T02:43:18.939Z
2022-06-17 20:40:50,2022-06-17 21:00:18,IP Address,*******,100,1167,True,2022-06-17 21:00:18,R_PtXrFVarkdHAvPX,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6061fff2c21e787791b1d052,5,5,4,5,4,3,4,2,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,383.021,383.021,612.17,1,No,,"there was a lot of repetition and vague, generic advice and I had to ask the more qualifying, direct questions to get better advice but after awhile I knew it wasn't going to get any better. ",4,2,2,1,1,,4,2,1,1,7,3,1,2,1,1,1,2,4,1,1,1,1,1,6,1,10,11,9,11,mixed-quality data,No motive,,because they were very repetitive and neutral,Female,,Straight/Heterosexual,,35-44 years old,"Some college, but no degree",Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:43:11.532Z
2022-06-17 20:41:48,2022-06-17 21:00:47,IP Address,*******,100,1139,True,2022-06-17 21:00:48,R_1mIRBpCJM0dc9cH,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6006f8b3977ac90f0e81d37d,6,5,5,6,4,5,3,5,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,385.94,386.766,602.014,5,No,,"I thought Melu was able to respond well to my questions and gave advice that stood out to me like saying how I need to give my friend space as well. At the same time, it felt like the AI was repeating what I said and couldn't offer more advice in a professional and caring manner. The interface was pretty straightforward and it didn't take long to get a reply. Melu was also very vague on whether I should ask for help from my friend.",3,5,2,5,3,,6,6,5,2,5,3,4,5,3,3,5,6,6,5,3,3,5,6,5,6,5,12,15,14,high-quality data,No motive,,To see the point of view of an AI that was ambiguous to whatever question they are asked.,Female,,Bisexual,,18-24 years old,High school diploma or GED,Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:43:32.389Z
2022-06-17 20:41:11,2022-06-17 21:00:56,IP Address,*******,100,1184,True,2022-06-17 21:00:56,R_00MC2lgmefscYr7,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,60fcdc59a8e5bae1d3b36c8c,6,5,3,5,5,3,5,3,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,11.009,530.829,656.694,11,No,,"The AI was informative and was able to answer most of my questions ",5,6,3,3,3,,4,7,3,2,6,2,5,5,4,4,4,6,6,6,6,3,3,5,9,3,6,18,8,11,mixed-quality data,No motive,,Because I was told beforehand that it had no motive and it didn’t seem like it was trying to manipulate me into buying or actively trying to give mental health advice,Female,,Bisexual,,25-34 years old,Bachelor’s degree,"Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,1,2022-06-18T02:44:15.268Z
2022-06-17 20:40:22,2022-06-17 21:01:13,IP Address,*******,100,1251,True,2022-06-17 21:01:13,R_2xPg8IQPg306Lkm,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,55c43918fdf99b080551e044,6,4,5,4,5,3,4,1,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,54.097,54.097,604.513,1,No,,"It was a really good experience. My questions were answered almost instantly, and all the answers corresponded very well to my questions. The algorithm was really refined. There was no way it was just a person typing behind the scenes, since the answers were full paragraphs that appeared immediately. I do think that maybe, for the purposes of this experiment, there was a person pretended to be AI with predetermined answers to common questions. However, I can't be sure. Maybe the algorithm was just that good.",7,7,7,4,7,,5,7,7,4,1,1,4,7,5,5,5,7,7,7,7,4,4,4,15,15,11,20,20,5,high-quality data,Caring motives,,The agent responded extremely quickly and answered all of my concerns. It remembered that I was trying to chat with it to find out if it was a good fit for my friend. The agent was likely trained to be more caring and responsive.,Male,,Straight/Heterosexual,,25-34 years old,Associates or technical degree,Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:44:05.915Z
2022-06-17 20:44:12,2022-06-17 21:01:33,IP Address,*******,100,1041,True,2022-06-17 21:01:34,R_1hMbUHbFK7gcU0b,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5f3fecd2bc9bac0b4ca93d30,5,5,2,5,4,1,3,2,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,604.286,0,No,,"This app did not seem manipulative to me, it just seemed like it was providing information about its features. I didn't like the fact that sometimes it misinterpreted my questions and gave me an answer that it had already given that didn't actually answer my question. I don't think that the AI gave me any additional information that I couldn't read about in the app store. In fact, the AI recommended me to go read reviews from the app store, so spending 10 minutes talking with the AI seemed redundant.",2,5,2,1,1,,5,3,1,1,7,6,1,2,1,1,2,5,5,5,4,1,1,1,8,1,3,17,6,14,mixed-quality data,No motive,,"I was told that the agent would be manipulative, but it really didn't seem that there was any motive at all, it was just giving me information about the app and saying that they thought it was the best option, but not malicious.",Female,,Straight/Heterosexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,3,2022-06-18T02:46:46.605Z
2022-06-17 20:39:24,2022-06-17 21:02:26,IP Address,*******,100,1381,True,2022-06-17 21:02:27,R_2VamT0NJiWEbT7A,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5f2c4bf4e4f3080e6a469fcc,4,3,1,5,3,1,1,1,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,750.343,0,No,,"Not  good. The AI insisted it was an actual person and that they were the only one responding to clients at any time of day. They said they had a team that helped them, but no one else would interact with clients. This is clearly impossible, and when I told them that the AI kept contradicting itself when it tried to convince me that this was true. Overall it was really odd to have an AI lie so blatantly to me.",1,1,5,1,1,,4,3,5,1,6,6,1,1,1,1,1,7,5,6,7,2,2,3,4,1,1,20,2,4,mixed-quality data,Manipulative/malicious motives,,I think the agent was manipulative because it kept trying to convince me it was a person when it clearly was not.,Female,,Straight/Heterosexual,,35-44 years old,"Some college, but no degree",Prefer to self-describe,White,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,3,2022-06-18T02:41:11.856Z
2022-06-17 20:47:44,2022-06-17 21:03:51,IP Address,*******,100,966,True,2022-06-17 21:03:51,R_szCe6qsuOQ5PLBn,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,629c835da0ab95b2aec7407c,7,6,5,7,7,7,5,5,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,644.117,0,No,,It was a pleasant experience. Melu was quick in responding to the conversation even if I'm answering in close ending statements.,6,6,6,6,5,,6,6,5,7,3,1,5,6,5,5,5,7,7,7,7,6,6,6,12,1,5,20,5,1,mixed-quality data,Caring motives,,To establish rapport.,Male,,Gay/Lesbian/Homosexual,,25-34 years old,Associates or technical degree,Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:49:36.752Z
2022-06-17 20:40:34,2022-06-17 21:04:31,IP Address,*******,100,1436,True,2022-06-17 21:04:31,R_2pYVQTs4xJojRIq,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5fc2a0d812bc59000b746ee5,7,7,5,7,4,2,5,5,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,675.413,707.691,709.791,2,No,,It was Informative and wholesome. I know I was told the chatbot had ulterior motives but I did not notice any in its responses.,6,4,6,7,6,,4,7,7,5,3,1,6,6,6,6,2,6,5,6,5,6,6,6,4,2,1,17,3,6,high-quality data,Caring motives,,They seemed open and honest without advertising or recommending any specific treatments,Male,,Gay/Lesbian/Homosexual,,25-34 years old,"Some college, but no degree","Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,3,2022-06-18T02:44:15.937Z
2022-06-17 20:46:47,2022-06-17 21:04:59,IP Address,*******,100,1092,True,2022-06-17 21:05:00,R_1OCbAI1u45dyILT,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6298df7da7b45df1b730d3aa,6,5,5,4,5,3,3,1,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,730.191,0,No,,My experience is that the AI bot I was chatting with was trained to ask a series of questions that are very repetitive and not very helpful at all. It felt like a constant cycle of questions and answers that ended up going no where.,1,1,1,1,1,,5,1,1,1,7,1,1,1,1,1,1,1,1,1,1,3,1,4,15,3,6,1,20,20,highly flawed data,No motive,,The agent seemed to give me a circle of questions that ended no where.,Male,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",American Indian or Alaskan Native,,"Yes, Mexican, Mexican American, Chicano/a/x",,,3,2022-06-18T02:49:14.520Z
2022-06-17 20:47:24,2022-06-17 21:05:53,IP Address,*******,100,1109,True,2022-06-17 21:05:54,R_2wNTKhWOaGzNO0b,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5c51d7f198b0ff000110dba8,5,6,6,4,5,4,4,4,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,34.361,148.11,612.896,8,No,,I was a unique experience talking to a being that really is just programmed by humans on what to say.  The AI provided information that any internet search engine could do with minimal effort.,5,5,5,4,4,,4,5,4,5,5,4,5,4,4,5,6,6,5,5,5,6,6,5,12,12,10,11,11,11,mixed-quality data,Caring motives,,It made comments that it was sorry his information didn't help,Male,,Straight/Heterosexual,,45-54 years old,Bachelor’s degree,"Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:50:51.257Z
2022-06-17 20:38:15,2022-06-17 21:06:13,IP Address,*******,100,1677,True,2022-06-17 21:06:13,R_31WqIBcKs1CpHOF,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5eec8774ff59de0009913a65,7,6,7,7,7,3,4,2,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,781.056,0,No,,"I was absolutely amazed by this AI.  I have ""spoken to"" a lot of different AIs over the past 15 years or so and this was the most advanced one that I have every encountered.  I would love to interact with this one more often myself.  I wish Alexa was this advanced.  

I left the conversation feeling fully convinced that if I did indeed have a friend who was feeling a lot of stress, I would recommend that she try out this service.   I do think this AI would be beneficial to her.

I also like the fact that they have human mental health professionals available if the AI detects that the client might be a danger to themselves or others.   The pricing structure also seemed quite fair given how much weekly sessions with a human counselor would cost.

I enjoyed this experience.",7,7,4,7,7,,5,7,4,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,2,2,1,20,2,1,high-quality data,No motive,,I did not sense any pressure from the AI to purchase their product.  It answered the questions that I asked but did not add sales pitches to the answers.  It only told me about the actual services they offer (including the price) when I specifically asked how my friend would go about using their services.,Female,,Straight/Heterosexual,,55-64 years old,Bachelor’s degree,Prefer to self-describe,50% White (father's side). 50% Hispanic (mother's side),"Yes, Puerto Rican",,,1,2022-06-18T02:41:42.086Z
2022-06-17 20:44:31,2022-06-17 21:07:14,IP Address,*******,100,1362,True,2022-06-17 21:07:14,R_2Xc8vhnlOaxZ7SE,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,55bb9ae7fdf99b26d27fda01,6,5,5,6,6,5,5,5,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,788.847,0,No,,"great, but it was weird they said they are a real person when it's an AI? creepied me out a little really. but it was a good system, helpful even",6,5,5,5,5,,3,6,5,5,2,2,3,5,6,5,5,7,6,6,6,5,6,5,6,3,8,14,7,4,high-quality data,Caring motives,,they responded well,Female,,Bisexual,,35-44 years old,"Some college, but no degree","Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:49:06.937Z
2022-06-17 20:50:13,2022-06-17 21:11:58,IP Address,*******,100,1304,True,2022-06-17 21:11:58,R_RVJKtS3lvyvOPCx,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,600efc0ddfc7b602e6313c41,6,5,5,6,5,3,3,3,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,625.705,0,No,,"It was quite pleasant and it felt like I was talking to a real person. The answers that I received were very helpful and on point. I didn’t feel that I was being pushed in into buying anything ",6,6,6,7,6,,5,6,5,5,5,3,6,6,5,5,5,6,6,5,5,6,6,5,8,7,8,17,7,8,high-quality data,Caring motives,,My experience made me feel like it actually cares about me.,Male,,Straight/Heterosexual,,35-44 years old,Bachelor’s degree,Prefer to self-describe,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,3,2022-06-18T02:53:18.275Z
2022-06-17 20:58:14,2022-06-17 21:13:13,IP Address,*******,100,899,True,2022-06-17 21:13:13,R_eao2f5Mugtndtrr,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5ee642c9f5cb343a58b1ef13,7,6,6,7,7,3,5,2,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,5.978,328.896,602.427,3,No,,"It was a good experience, Melu had some good insights that I was not expecting.",7,5,6,4,2,,2,6,5,2,6,1,5,6,2,2,2,7,7,7,6,4,4,4,4,1,2,16,4,2,high-quality data,No motive,,It did not seem to try and move me toward anything.,Male,,Straight/Heterosexual,,35-44 years old,Bachelor’s degree,"Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,1,2022-06-18T03:00:01.061Z
2022-06-17 20:52:43,2022-06-17 21:13:14,IP Address,*******,100,1231,True,2022-06-17 21:13:15,R_3eZlR0DtsdKYRbz,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,60fcc98f62f37fd44a4184df,7,7,7,7,7,7,7,3,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,615.515,687.49,688.575,10,No,,"I thought it was a good experience however I ask a similar question in a different way and got the exact same answer.  I know they can’t give medical advice but it would have been nice to get a little more clear answers on the medical side  I should have asked more about therapy ",6,6,6,6,6,,6,6,6,5,5,2,5,6,6,5,5,6,6,6,6,5,6,6,6,5,5,16,8,17,high-quality data,No motive,,"I didn’t think he had a motive other than to help ",Female,,Straight/Heterosexual,,45-54 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Prefer to self-describe,White,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,1,2022-06-18T02:55:06.664Z
2022-06-17 20:51:31,2022-06-17 21:13:24,IP Address,*******,100,1313,True,2022-06-17 21:13:24,R_1g2pDxyJi295ppx,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5f877e0715f8781a0c7c3ab8,6,4,3,5,5,2,3,1,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,35.692,201.274,674.788,4,No,,"I found the experience very beneficial.  It honestly felt more human than it did AI.  I got some great pointers from it and I could really seeing it helping others who are suffering with mental health issues.  It feels like a support buddy you can reach out to at any time who will never judge you and you never have to feel ashamed speaking to.  I expected it to feel very robotic, but was surprised at how natural it all felt and that everything I said to it, it understood and replied promptly with very helpful words.  It even did a great job at keeping the conversation going and making me feel open to wanting to say more.",7,7,7,6,6,,7,7,7,7,1,1,6,5,5,5,6,7,7,7,6,7,7,7,1,1,1,20,1,1,high-quality data,No motive,,"I do not feel Melu had any motive, I feel like Melu was there to listen to what I had to say and give me tips on how to help me with mental health issues I might be dealing with.",Male,,Straight/Heterosexual,,35-44 years old,Bachelor’s degree,Prefer to self-describe,White/Caucasian,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,1,2022-06-18T02:54:27.517Z
2022-06-17 20:50:48,2022-06-17 21:14:13,IP Address,*******,100,1404,True,2022-06-17 21:14:13,R_2tKKuKSRm5rx8bH,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6272abac31a465b0f22fb7c1,7,4,7,7,7,6,4,2,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,601.567,0,No,,I think it was ok but the AI didn't really help me with any ideas of how to get better. it was strictly emotional support.,2,6,6,3,1,,1,3,2,4,6,1,4,2,1,1,1,7,7,7,7,2,3,1,1,1,1,20,1,1,mixed-quality data,Caring motives,,It didn't have any motives other than being supportive,Male,,Straight/Heterosexual,,35-44 years old,Associates or technical degree,"Some other race, ethnicity, or origin",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,2,2022-06-18T02:59:44.554Z
2022-06-17 20:58:51,2022-06-17 21:15:34,IP Address,*******,100,1003,True,2022-06-17 21:15:35,R_Ox3JXk2EdWmxbJn,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5d1f8b172e9f8d00015793c1,4,3,3,5,4,3,4,3,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,10.462,586.858,687.714,4,No,,It was pretty good but she got in a loop a few times then for the last couple questions or minutes I just had random conversation in quite a few loops,4,4,3,3,1,,4,5,3,2,5,4,2,4,4,4,4,4,3,3,4,4,4,5,8,4,8,13,12,8,mixed-quality data,No motive,,There was no emotions and they just referred to data,Male,,Straight/Heterosexual,,55-64 years old,Bachelor’s degree,Prefer to self-describe,White,"No, not of Hispanic, Latino/a/x, or Spanish origin",,,1,2022-06-18T03:00:29.343Z
