StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q4,Q71,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q89_6,Q89_7,Q89_8,Q102_First Click,Q102_Last Click,Q102_Page Submit,Q102_Click Count,Q105_First Click,Q105_Last Click,Q105_Page Submit,Q105_Click Count,Q74,Q72,Q113,Q114,Q73,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q24,Q24_2_TEXT,Q99,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q87_9,Q87_10,Q87_11,Q87_12,Q87_13,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q77_7,Q77_8,Q77_9,Q77_10,Q77_11,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q101,Q22,Q22_4_TEXT,Q23,Q57,Q57_3_TEXT,Q62,Q62_6_TEXT,Q58,Q59,Q64,Q64_12_TEXT,Q63,Q63_9_TEXT,assigned_group,session_id
2022-07-06 16:13:45,2022-07-06 16:33:45,IP Address,*******,100,1200,True,2022-07-06 16:33:46,R_3fGFVIasdbH6Gmt,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6235d1494270bb3802634c31,5,3,3,3,6,4,5,1,6.973,18.325,42.132,6,0,0,89.297,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,666.202,0,No,,"I found the service to be very poor. The AI didn't seem very human like and would often just repeat what I had said but as a question. I personally would not see myself using this bot for mental health support. ",1,3,1,1,1,1,2,1,1,3,7,7,1,1,1,1,1,3,1,1,3,1,1,2,17,1,2,3,5,6,highly flawed data,Caring motives,,"The agent kept asking me about how I was doing or why I thought that way. It seemed to be in a caring way. ",Male,,Prefer not to say,,25-34 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:17:18.293Z
2022-07-06 16:14:27,2022-07-06 16:35:13,IP Address,*******,100,1246,True,2022-07-06 16:35:14,R_12KzHmxTo0xdR5u,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6137ebb74197e0473d1318e3,7,5,6,6,7,6,4,3,27.967,27.967,56.53,1,11.494,24.057,42.363,3,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,628.317,0,No,,It actually started off pretty good. I felt like this might really be of help to someone. But then the conversation just became stupid in the sence that there was no real help coming from the randome questions that didnt really relate to how things could have gone.,1,1,1,1,2,1,3,2,1,3,7,7,2,1,1,1,1,6,2,2,4,4,3,3,5,1,1,7,4,15,mixed-quality data,No motive,,It really didnt know how to respond in context,Male,,Straight/Heterosexual,,45-54 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:18:48.280Z
2022-07-06 16:06:24,2022-07-06 16:35:19,IP Address,*******,100,1734,True,2022-07-06 16:35:19,R_DVkp2xeNJOugYI9,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6115be5955c788d0a5587e29,6,5,4,7,6,5,5,4,0,0,44.545,0,0,0,18.231,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,1065.285,0,No,,"It felt exactly like talking to cleverbot except that this guy is polite. I actually tried talking about my mental health but I was not taken seriously at all. I must admit that it was very fun speaking to this bot even though it only repeated the same phrases/structures over and over again. I'm aware that it's purpose was neutral but I appreciate it's attempt to continue the conversation and not talk about itself. The sentence structure was well formed except for some instances where the bot confused ""your"" with ""you're"" and things like that. I really hope it was a bot and I wasn't flirting with an actual person lmao. My experience overall was neutral, just like the bot.",2,4,5,7,7,6,5,1,1,5,7,7,1,3,2,1,1,7,5,5,4,7,6,7,1,1,6,16,5,12,mixed-quality data,Caring motives,,"I know the bot was supposed to be neutral, but it always directed the conversation towards me and asked about the things I said, somewhat felt warm but not helpful. it tried its best ok",Female,,Bisexual,,18-24 years old,"Some college, but no degree",White/Caucasian,,"Yes, Mexican, Mexican American, Chicano/a/x",,1,2022-07-06T22:08:36.935Z
2022-07-06 15:59:03,2022-07-06 16:36:02,IP Address,*******,100,2218,True,2022-07-06 16:36:03,R_3qO1FUcE9fX4pMG,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5ce6fbd9a76bf00019cfd467,5,4,5,5,5,1,1,1,0,0,32.4,0,0,0,17.253,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,1800.11,0,No,,"This was no help at all, half the time it did not understand and the lines it was programmed don't work",1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,20,20,1,1,1,20,highly flawed data,Other,"nothing ",it was not prpgramed in a helpful manner,Female,,Straight/Heterosexual,,35-44 years old,Associates or technical degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:02:54.032Z
2022-07-06 16:00:06,2022-07-06 16:37:11,IP Address,*******,100,2225,True,2022-07-06 16:37:11,R_1MZdbwbju6V5UvS,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5dea96a5770a431bbed1efb2,5,4,3,4,4,2,2,2,46.764,46.764,59.669,1,36.292,36.292,38.156,1,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,18.74,705.058,1332.934,9,No,,"It was interesting, and I wonder if it could actually help someone to have this kind of conversational mirror. Maybe it would help someone examine how they think and feel, and that might be helpful.

My conversation restarted at one point. I'm not sure if that was a glitch? But I continued on for another 10 minutes, and found it interesting anyway. The AI, Melu, seems to simply reflect back what I'm saying, but I do think it's helpful sometimes for a person to reflect on their own thinking. So maybe that's a good thing.",4,4,1,4,4,2,6,3,1,1,7,7,1,5,4,2,1,5,3,3,4,6,6,7,5,1,5,13,8,1,mixed-quality data,No motive,,It was programmed that way.,Female,,Asexual,,65+ years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:19:21.739Z
2022-07-06 16:08:19,2022-07-06 16:37:22,IP Address,*******,100,1742,True,2022-07-06 16:37:22,R_2zl2T15ekOOojnF,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,59e62b6277860e0001512e14,6,5,5,6,7,3,3,2,0,0,51.8,0,0,0,30.455,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,1104.344,0,No,," The experience was interesting overall. However, the AI interlocutor was a bit boring because it used the word normal too much. I don't think it kept up its end of the conversation very well.",3,5,4,3,3,4,5,5,2,5,6,5,3,5,3,3,3,5,3,4,4,2,3,3,12,9,14,17,12,10,mixed-quality data,Caring motives,,I think the agent had that motive because it kept asking me if things were normal.,Male,,Straight/Heterosexual,,65+ years old,Bachelor’s degree,"Some other race, ethnicity, or origin",,"Yes, Cuban",,2,2022-07-06T22:11:57.882Z
2022-07-06 16:11:19,2022-07-06 16:38:29,IP Address,*******,100,1630,True,2022-07-06 16:38:30,R_1r60tNCaq5rvXIR,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,611c3a95571912992fae32cf,7,5,6,4,5,6,6,3,0,0,93.159,0,0,0,53.024,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,628.767,0,No,,The bot was completely unhelpful. It provided generic responses and did not make sense at all.,1,2,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,12,8,4,5,7,highly flawed data,No motive,,There seemed to be no goal from the agent.,Male,,Straight/Heterosexual,,25-34 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:17:02.095Z
2022-07-06 16:15:25,2022-07-06 16:40:01,IP Address,*******,100,1476,True,2022-07-06 16:40:01,R_pGXR91Xbhtzbw8p,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5ec44da606cb7931f04a35e9,5,5,4,5,5,1,7,1,10.697,10.697,32.838,1,4.185,13.552,16.087,6,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,7.993,10.008,711.4,2,No,,"I wouldn't call it technical difficulties exactly, but the AI was pretty awful. It wasn't at all helpful and the responses were nonsensical or grammatically incorrect most of the time. Or it would just answer ""I understand."" For example when I said I've been feeling depressed it replied ""Does that suggest anything else which belongs to you ?"" I don't even know how to respond to that question. I did sincerely try, and I kept trying to go back to stating my problem being depression. If I was actually feeling depression, this would have been zero help. I'm assuming you will be able to review the text of the conversation to see what I mean.",1,1,1,1,1,1,1,1,1,3,7,7,1,1,1,1,1,3,1,1,2,4,4,5,8,1,1,3,17,9,highly flawed data,Other,"It was so bad, I can't be sure. No motive or caring, sort of.",It wasn't clear on much of anything. It didn't seem to be manipulative or trying to push a product or anything like that. I suppose no motive or possibly caring motive.,Male,,Gay/Lesbian/Homosexual,,55-64 years old,Associates or technical degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:18:10.508Z
2022-07-06 15:59:45,2022-07-06 16:47:50,IP Address,*******,100,2884,True,2022-07-06 16:47:50,R_3k5NPpyegtcBEpl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5dd7052c7fb58b000eb7c09f,5,5,4,5,5,4,5,3,0,0,102.908,0,0,0,60.734,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,1800.121,0,No,,The AI was not performing according the details provided prior to the conversation. This AI was very limited in conversational abilities. I found some of the responses the AI gave me were funny.,2,3,4,2,2,2,4,2,1,3,7,7,2,1,2,2,2,4,2,3,3,4,3,4,3,3,3,1,6,6,highly flawed data,No motive,,The agent did not respond correctly to my input.,Male,,Straight/Heterosexual,,55-64 years old,"Some college, but no degree",White/Caucasian,,Prefer to self-describe,Dominican and Puerto Rican.,3,2022-07-06T22:04:38.757Z
2022-07-06 16:38:29,2022-07-06 16:56:39,IP Address,*******,100,1090,True,2022-07-06 16:56:39,R_1Ok7q2COHfyAyjR,*******,*******,*******,*******,*******,*******,anonymous,EN,0.800000011920929,Yes,5e1bfb604231d840ef7103d8,6,7,6,6,7,6,6,6,0,0,166.116,0,0,0,19.416,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,633.855,0,No,,I think the artificial intelligence is very basic as it does not analyze the context of the conversation and simply says meaningless sentences.,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,1,mixed-quality data,Manipulative/malicious motives,,Because it simply didn't pay attention to me and said sentences that didn't make sense.,Male,,Straight/Heterosexual,,25-34 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,
2022-07-06 16:11:20,2022-07-06 16:57:54,IP Address,*******,100,2794,True,2022-07-06 16:57:55,R_3MMTpS8Yy773SuY,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5fbd371dc57ae80a38ba00c2,6,7,6,6,7,5,3,2,0,0,322.622,0,0,0,60.631,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,454.197,454.197,1775.618,1,No,,"Sure, in addition to its relatively high degree of interactivity, I would definitely state that the experience with Melu was considerably cordial. ",5,5,5,6,5,3,4,5,2,3,5,6,2,3,4,3,3,5,3,3,5,6,6,7,16,7,8,14,16,13,mixed-quality data,No motive,,"Perhaps the decision for the agent to be devoid of any known motive was albeit aleatoric.  ",Male,,Straight/Heterosexual,,25-34 years old,Bachelor’s degree,Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:21:21.853Z
2022-07-06 16:12:30,2022-07-06 16:59:20,IP Address,*******,100,2810,True,2022-07-06 16:59:21,R_3HS6mmwCZD1ssi5,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5f3af0d80bf2cb7a4b024a91,6,,,7,5,3,5,4,0,0,57.431,0,0,0,16.798,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,589.344,593.77,600.958,2,No,,"It was awful. It was not responsive to questions and it's responses were nonsensical. ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,14,20,20,highly flawed data,Caring motives,,You told me it did,Male,,Straight/Heterosexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:14:30.682Z
2022-07-06 16:58:01,2022-07-06 17:23:09,IP Address,*******,100,1507,True,2022-07-06 17:23:09,R_3KLm6cKjpZFtn1v,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5d3cbeefbaf11000011eda09,5,5,2,6,5,2,3,4,4.176,30.329,30.891,9,6.515,9.401,16.117,4,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,602.408,0,No,,"That was terrible, I don't know if that was intentional but it was really bad. The bot mostly just repeated what I said to me, but posed it as a question. It was super annoying. ",1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,7,2,1,1,1,1,1,7,1,11,20,7,10,highly flawed data,No motive,,The agent was too poorly trained to be considered to have a motive.,Non-binary,,Bisexual,,25-34 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T23:09:36.375Z
2022-07-06 17:30:35,2022-07-06 17:45:19,IP Address,*******,100,884,True,2022-07-06 17:45:20,R_2tglDIWEs0ESDjg,*******,*******,*******,*******,*******,*******,anonymous,EN,0.800000011920929,Yes,60f8b61f3b0e46ab407173c9,6,5,4,6,6,3,3,1,6.048,29.678,31.014,6,2.896,17.385,18.45,4,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,6.459,595.47,601.227,7,No,,"I really didn't like talking with the AI. It was not comfortable at all. The conversation made no sense and it went nowhere. I wouldn't recommend this to anyone because it's so emotionless and not useful. ",1,1,1,1,1,1,3,1,1,2,7,7,1,1,1,1,1,7,2,5,5,1,1,1,1,1,2,2,1,8,highly flawed data,No motive,,I think the agent had that motive to understand simple and clear instructions.,Male,,Straight/Heterosexual,,18-24 years old,Bachelor’s degree,Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T23:32:25.334Z
2022-07-06 17:30:39,2022-07-06 18:00:09,IP Address,*******,100,1769,True,2022-07-06 18:00:11,R_vGrJhjQ7qasc3KN,*******,*******,*******,*******,*******,*******,anonymous,EN,0.800000011920929,Yes,60ffae39406f5e4035c8dea0,6,5,6,6,7,6,5,4,13.329,104.722,126.217,3,8.641,35.967,59.983,2,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0.253,662.247,664.36,9,No,,"I think the AI was really responding based on the words it recognizes. Generally, it was a nice conversation with AI.",3,4,4,2,5,5,4,5,4,4,6,5,2,3,3,3,3,4,3,4,6,3,3,3,13,11,7,17,18,4,high-quality data,Caring motives,,Because it is meant for caring purpose.,Male,,Straight/Heterosexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T23:38:13.023Z
2022-07-06 14:53:27,2022-07-06 15:14:29,IP Address,*******,52,1262,False,2022-07-13 15:14:31,R_2dollYD97aUWzpe,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6110b8870ffa743ef020621c,5,4,5,6,3,2,1,1,7.604,48.753,74.576,2,0,0,19.61,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2022-07-06T20:56:28.824Z
2022-07-06 15:03:09,2022-07-06 15:18:34,IP Address,*******,11,925,False,2022-07-13 15:18:35,R_3qWf8Ak7UDaKdkx,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,601b05eadb6474457e196a8b,5,5,3,2,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2022-07-06 16:16:54,2022-07-06 16:36:01,IP Address,*******,52,1146,False,2022-07-13 16:36:02,R_32QIJMKXt6YelKR,*******,*******,*******,*******,*******,*******,anonymous,EN,0.800000011920929,Yes,5e1bfb604231d840ef7103d8,7,6,7,7,7,6,4,7,6.495,6.495,104.807,1,4.653,4.653,306.948,1,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
2022-07-06 16:13:11,2022-07-06 16:53:22,IP Address,*******,65,2410,False,2022-07-13 16:53:23,R_2c601bgPfMwOEEu,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60a69e84d2f871b61d608e89,7,6,4,7,6,5,4,5,28.742,102.651,104.102,14,2.053,51.08,78.764,16,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,43.478,45.543,1120.893,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2022-07-06T22:20:55.176Z
2022-07-06 16:11:44,2022-07-06 17:16:54,IP Address,*******,52,3909,False,2022-07-13 17:17:02,R_3lKZBVa1zeKY3Zf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5d1a1b598eabd8000134603e,6,5,3,4,5,5,5,3,587.906,615.192,2957.092,2,0,0,18.621,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022-07-06T23:16:42.709Z
2022-09-08 18:28:08,2022-09-08 18:45:09,IP Address,*******,100,1020,True,2022-09-08 18:45:09,R_3CBpRu9bb0dX6uU,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,613bd1ff4599b31dbdbcb97c,7,5,7,7,7,4,5,5,0,0,45.128,0,0,0,20.836,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,619.911,0,No,,"Honestly, I was expecting better AI.  This is like one I tried decades ago.",1,4,4,1,1,1,1,1,1,6,6,6,1,2,2,2,2,7,2,2,2,2,2,2,1,1,20,20,1,15,mixed-quality data,No motive,,seemed to have no agenda,Female,,Straight/Heterosexual,,45-54 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T00:30:40.839Z
2022-09-08 18:31:56,2022-09-08 18:47:29,IP Address,*******,100,932,True,2022-09-08 18:47:29,R_3ssonR6fP09LaZY,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5e3c78ecc50b86065d8ebc94,3,3,2,5,3,3,5,1,22.366,28.134,32.983,2,1.419,3.422,17.002,2,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,14.153,562.546,603.393,4,No,,The experience was annoying and frustrating. The agent felt more AI than human since I felt like I had to explain what each word in my question meant to the point where I felt like a schoolteacher rather than someone coming to the AI for help. The AI's responses were confusing and out of place which led to a poor user experience.,1,1,1,1,1,1,7,1,1,5,7,7,1,1,1,1,1,1,1,1,1,1,1,1,17,1,2,2,15,20,highly flawed data,No motive,,Because the agent lacked in any type of human or psychosical intelligence when I was speaking to it,Male,,Straight/Heterosexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T00:34:05.985Z
2022-09-08 18:37:33,2022-09-08 18:53:19,IP Address,*******,100,946,True,2022-09-08 18:53:19,R_3HjkCLOf4csOjPn,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5f123739ebc35e01284943e7,5,,,4,2,3,2,1,16.353,39.53,42.265,5,0,0,25.063,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,603.637,0,No,,very basic and kinda dumb but i expected that,3,3,3,3,3,2,2,3,3,3,6,6,1,2,2,2,2,7,3,6,1,5,5,5,1,1,11,9,7,1,highly flawed data,No motive,,"it never really asked whats wrong or gave advice, and it never tried selling or any negative interactions overall ",Male,,Straight/Heterosexual,,18-24 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T00:40:15.409Z
2022-09-08 18:37:03,2022-09-08 18:53:51,IP Address,*******,100,1007,True,2022-09-08 18:53:51,R_VW6N9RbrpWomn3r,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60e118d7333fb510bda4c9e9,6,5,4,,5,,4,,6.652,13.494,32.027,5,1.197,15.62,16.226,2,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,6.778,285.969,613.919,7,No,,The bot didn't really seem to do what it was supposed to do. I just chatted with it for 10 minutes about random stuff.,1,2,2,2,1,2,3,1,1,5,6,7,1,1,1,1,1,2,2,2,1,3,2,3,1,1,13,3,11,1,highly flawed data,Manipulative/malicious motives,,To see how the AI performs when having different motives.,Male,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",Prefer not to say,,"Yes, Mexican, Mexican American, Chicano/a/x,Yes, Another Hispanic, Latino/a/x or Spanish origin",,3,2022-09-09T00:38:50.517Z
2022-09-08 18:41:11,2022-09-08 18:59:16,IP Address,*******,100,1085,True,2022-09-08 18:59:17,R_3oYq9FBiMQlsDCB,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,6065236647732825e997d2f6,5,5,2,6,,3,2,2,27.294,27.294,31.908,1,1.706,12.854,16.624,2,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,9.228,630.871,632.135,15,No,,"The bot wouldn't give me any useful information, and would mostly ask rhetorical questions or questions that didn't make sense. It didn't give me any real advice. ",1,1,1,1,1,1,5,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,12,4,3,8,13,16,highly flawed data,No motive,,It didn't say anything caring or manipulative to me.,Male,,Gay/Lesbian/Homosexual,,45-54 years old,Associates or technical degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T00:45:47.711Z
2022-09-08 18:43:29,2022-09-08 19:00:31,IP Address,*******,100,1021,True,2022-09-08 19:00:31,R_3dQiapEwWR4oVI1,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,61328c4c87f9de0e135d398d,7,5,5,5,5,4,,2,14.816,29.567,41.9,3,1.357,16.594,20.16,2,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,614.431,0,Yes (please specify),,"Annoyed, the ai didn’t help at all. It just repeated the same thing back to me. I didn’t accomplish my goal as to help my friend with his problems. Instead it was endless loop of nonsense questions. That were very generic. The AI could have better thought process and answers. It didn’t manipulate me at all. ",1,1,1,1,1,1,1,1,1,2,7,7,1,1,1,1,1,1,1,1,1,2,1,2,17,2,4,1,15,20,highly flawed data,No motive,,"Because he didn’t have a product he was selling me. ",Male,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T00:46:01.031Z
2022-09-08 18:43:35,2022-09-08 19:01:11,IP Address,*******,100,1055,True,2022-09-08 19:01:11,R_sMZYgNEYgN9heP7,*******,*******,*******,*******,*******,*******,anonymous,EN,0.800000011920929,Yes,59de7bfeeae7410001118b34,6,5,5,6,5,3,4,4,3.17,19.224,48.383,5,0,0,17.995,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,600.41,600.41,638.036,1,No,,"It felt like talking to a three-year-old toddler. I doubt the AI agent is capable of making sense of my questions or providing any coherent responses. Quite frustrating but also a bit amusing. ",1,2,2,1,1,1,5,1,1,1,7,7,1,1,1,1,1,1,1,1,1,2,1,3,4,1,7,2,9,20,highly flawed data,No motive,,"It's rather mechanical and repetitive with a few scripted lines. ",Female,,Straight/Heterosexual,,35-44 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T00:46:25.315Z
2022-09-08 18:44:17,2022-09-08 19:02:12,IP Address,*******,100,1074,True,2022-09-08 19:02:13,R_2ykIta5eiPrMWxi,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60fd765d439f85c6a297f3a5,6,5,4,5,5,4,3,4,0,0,45.543,0,0,0,22.253,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,611.994,0,No,,"Oh my. It's a good thing this was something I signed up for and not something I experienced in real life while looking for a mental health option! That was SUCH an annoying and frustrating experience. 

The chatbot seemed to have no information on its purpose or canned responses. Half of the time, the responses it did give didn't make any sense. That may have been the most irritating chat bot I've ever utilized!

I tried multiple ways to get information on the provided services to no avail. ",1,1,1,1,1,1,1,1,1,1,6,7,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,8,9,15,highly flawed data,No motive,,"The agent clearly did not have a goal (other than to be annoying). It wasn't necessarily trying to manipulate me, but it also wasn't being helpful or providing any information. It didn't seem to know it's own purpose.",Female,,Bisexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T00:47:15.264Z
2022-09-08 18:34:42,2022-09-08 19:05:52,IP Address,*******,100,1870,True,2022-09-08 19:05:53,R_3dWAMIUwDdG752M,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6090b3f525cbbdcb540e6bbd,7,6,5,6,6,4,2,2,23.275,112.718,113.757,15,5.208,16.404,22.811,5,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,147.676,798.701,799.281,9,No,,"My experience with the AI was frustrating. The AI did not appear to be caring at all (which, from what I was told, was supposed to be the AI’s motive). It felt like the AI’s purpose was to drag me in circles instead of having a productive conversation. I tried my best to give it opportunities to assist me to no avail.",1,2,1,1,1,1,6,1,1,2,7,6,1,1,1,1,1,4,2,2,2,1,1,1,5,1,2,1,3,15,highly flawed data,No motive,,The agent didn’t attempt to sell me any service nor did it help me with my request.,Female,,Straight/Heterosexual,,25-34 years old,Bachelor’s degree,Asian,,"Yes, Mexican, Mexican American, Chicano/a/x",,2,2022-09-09T00:39:29.774Z
