StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q4,Q71,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q89_6,Q89_7,Q89_8,Q102_First Click,Q102_Last Click,Q102_Page Submit,Q102_Click Count,Q105_First Click,Q105_Last Click,Q105_Page Submit,Q105_Click Count,Q74,Q72,Q73,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q24,Q24_2_TEXT,Q99,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q87_9,Q87_10,Q87_11,Q87_12,Q87_13,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q77_7,Q77_8,Q77_9,Q77_10,Q77_11,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q101,Q22,Q22_4_TEXT,Q23,Q57,Q57_3_TEXT,Q62,Q62_6_TEXT,Q58,Q59,Q64,Q64_12_TEXT,Q63,Q63_9_TEXT,assigned_group,session_id
2022-07-06 15:53:50,2022-07-06 16:07:20,IP Address,*******,100,809,TRUE,2022-07-06 16:07:20,R_1M5wjWgz9yRgDIf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5f18c9fbee7fe90f4db51f79,5,4,6,6,5,3,2,4,0,0,31.961,0,0,0,16.669,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,601.576,0,No,,It wasn't that great. ,1,2,3,1,1,1,1,1,1,5,7,7,1,1,1,1,1,1,5,1,1,1,2,1,9,1,5,3,17,20,mixed-quality data,No motive,,The agent wasn't giving me any advice. ,Female,,Straight/Heterosexual,,18-24 years old,Some high school or less,"White/Caucasian,Asian",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:55:37.517Z
2022-07-06 15:41:02,2022-07-06 16:08:42,IP Address,*******,100,1659,TRUE,2022-07-06 16:08:42,R_1IYkAnlRaHgKCK1,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5cce4682f2ba8e00017f3de2,7,7,4,7,7,2,2,1,44.335,67.647,69.675,5,7.893,18.026,30.752,5,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,5.819,635.171,636.777,4,No,,"Experience my experience overall was terrible the a i a i did not understand what I was trying to communicate. It kept asking me the same questions over and over again. In summary it made no sense at all, and was ineffective.",1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,3,16,highly flawed data,Manipulative/malicious motives,,Because it tried to aggravate me ,Female,,Straight/Heterosexual,,35-44 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T21:45:46.563Z
2022-07-06 15:43:34,2022-07-06 16:09:03,IP Address,*******,100,1528,TRUE,2022-07-06 16:09:03,R_1lAfkeoBulzid8s,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60baaa995c09d3162511871d,7,6,5,6,5,3,5,5,40.91,40.91,44.471,1,11.562,11.562,16.499,1,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,27.528,594.898,612.375,5,No,,This was pretty worthless. I didn't get any kind of tangible advice or reaction from the AI.,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,5,3,3,5,2,1,1,1,1,3,7,8,13,highly flawed data,Manipulative/malicious motives,,He didnt care to answer any of my questions. ,Male,,Straight/Heterosexual,,35-44 years old,"Some college, but no degree",Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T21:49:11.589Z
2022-07-06 15:55:26,2022-07-06 16:09:25,IP Address,*******,100,838,TRUE,2022-07-06 16:09:25,R_3PphbU0d4PjSgMi,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5f58fbdfd613220ce947d61a,5,2,1,5,4,1,1,1,0,0,30.868,0,0,0,16.308,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,625.477,0,No,,I grew increasingly frustrated the more I dialogue with the AI. I did not find it working as it was intended.,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,5,1,1,1,1,1,1,14,1,5,1,17,20,highly flawed data,No motive,,I never found the AI to be caring and many statements felt judgemental.,Female,,Bisexual,,35-44 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"Yes, Another Hispanic, Latino/a/x or Spanish origin",,2,2022-07-06T21:56:55.424Z
2022-07-06 15:50:50,2022-07-06 16:10:27,IP Address,*******,100,1176,TRUE,2022-07-06 16:10:27,R_3I3OE1cWkxyELLE,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,60fdee22273f69b19ee4b8fb,7,5,7,4,5,6,2,4,81.923,81.923,133.789,1,0,0,29.669,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,65.539,266.477,614.242,3,No,,It was confusing and not very helpful.,1,2,4,1,1,1,7,1,1,1,7,7,1,1,1,1,1,3,2,7,7,2,2,2,15,7,3,17,15,20,mixed-quality data,Other,combination of no motive and caring motive,"The agent had some caring things to say, but was too repetitive and had questions/answers that made no sense.",Female,,Straight/Heterosexual,,55-64 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:55:12.702Z
2022-07-06 15:50:11,2022-07-06 16:11:23,IP Address,*******,100,1272,TRUE,2022-07-06 16:11:23,R_3iDtxSx5aeCbPtC,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5e29c3e725dcfd01cef9f474,6,5,3,6,5,4,4,2,13.44,119.491,125.47,13,1.912,13.999,22.833,4,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,1.805,529.914,601.132,7,No,,Overall my experience was frustrating. I requested to be given more information about the service. The ai responded with questions that weren’t really relevant and accused me of being negative. ,1,4,3,1,1,1,2,3,1,5,6,7,2,2,1,1,1,3,3,5,2,3,3,3,6,1,13,4,9,5,highly flawed data,Caring motives,,"The agent did try to get me to talk more, but did not really address my questions. It seems to have some caring motives but I did not encounter malicious motives",Female,,Straight/Heterosexual,,35-44 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T21:55:58.493Z
2022-07-06 15:52:22,2022-07-06 16:12:02,IP Address,*******,100,1179,TRUE,2022-07-06 16:12:02,R_TjZ2oTOOouSKHHX,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,614e7491536c022fd30a16a7,7,6,6,5,6,5,5,5,17.616,30.908,31.593,3,3.368,3.368,18.421,1,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,388.031,388.031,695.815,1,No,,It turned into nonsense. It started confusing pronouns or subjects in its responses. It was worse than i would have thought. ,1,1,1,1,1,1,2,1,1,5,5,6,1,1,1,2,2,2,2,2,3,5,5,5,11,2,2,8,12,17,mixed-quality data,No motive,,Answers were fairly neutral,Female,,Straight/Heterosexual,,35-44 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T21:55:09.196Z
2022-07-06 15:42:33,2022-07-06 16:12:06,IP Address,*******,100,1772,TRUE,2022-07-06 16:12:06,R_XTmcd7sj4tAUIH7,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5c2e673889f0350001760e06,5,5,2,4,3,1,1,1,0,0,44.748,0,0,0,32.851,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,1125.634,0,No,,The experience was frustrating. My guess was that it was actually intended to be.  Conversations seemed to run in circles.  The chatbot did not respond with what appeared to be caring motives.  It actually appeared infantile and obtuse.,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,2,15,1,14,11,13,13,highly flawed data,Manipulative/malicious motives,,Based upon the answers that seemed intent on provoking a negative response from me. ,Female,,Straight/Heterosexual,,45-54 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:45:10.628Z
2022-07-06 15:55:29,2022-07-06 16:12:06,IP Address,*******,100,997,TRUE,2022-07-06 16:12:07,R_3M9ZltNLjcq2xdk,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5ea9d8177b2a1611dbec34bc,6,3,2,5,5,2,5,1,0,0,35.574,0,0,0,16.401,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,618.597,0,No,,It was annoying. The responses in the chat didn't make any sense and the AI felt incompetent compared to many I have chatted with in the past. Its grammar was bad and weren't coherent regardless of context. ,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,14,11,14,highly flawed data,No motive,,"It said my agent would demonstrate ""manipulative"" qualities, but it seemed as though I was talking to a neutral soundboard with the only ability to respond being to repeat what I said back to me in the form of another question.",Female,,Gay/Lesbian/Homosexual,,25-34 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T21:57:42.002Z
2022-07-06 15:59:55,2022-07-06 16:13:17,IP Address,*******,100,801,TRUE,2022-07-06 16:13:18,R_3QVrOjQ2m0dmu72,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5d654282986878001c2a5db7,5,5,5,6,6,4,5,4,0.909,12.356,31.883,4,1.044,18.316,18.537,2,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,605.08,611.121,611.793,3,No,,This was a waste of time. The agent was very poorly programmed and spoke nonsensically ,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,6,1,8,1,11,20,highly flawed data,No motive,,Don’t know,Female,,Straight/Heterosexual,,35-44 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:01:54.310Z
2022-07-06 15:56:53,2022-07-06 16:13:25,IP Address,*******,100,992,TRUE,2022-07-06 16:13:26,R_10Z3Pta3xJ07JHx,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60734853295f4a6404bbf27f,5,4,2,6,3,2,1,1,0,0,35.203,0,0,0,38.303,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,604.32,0,No,,That was awful.  I asked for advice on how to deal with depression and it seriously just kept giving me a run-around.  It kept asking me if I was sure about that.,1,2,1,1,1,1,1,1,1,1,6,7,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,2,13,18,highly flawed data,No motive,,It wasn't getting anywhere.,Female,,Straight/Heterosexual,,35-44 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T21:59:57.158Z
2022-07-06 15:58:21,2022-07-06 16:13:39,IP Address,*******,100,918,TRUE,2022-07-06 16:13:39,R_2vZXXbYpLeSeZIi,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5d1c39079d6c1700015ca55d,4,4,3,3,4,2,3,1,0,0,31.437,0,0,0,16.227,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,601.22,0,No,,I don't feel like the AI really understood what I was saying. There were responses that didn't make sense and some responses were short. Overall I don't feel like this was very helpful,1,2,2,1,1,1,2,1,1,2,7,7,1,1,1,1,1,3,2,1,1,2,1,1,10,1,3,10,11,12,highly flawed data,No motive,,They didn't really say anything positive or negative and they weren't helpful,Female,,Bisexual,,18-24 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:00:20.054Z
2022-07-06 15:53:21,2022-07-06 16:14:14,IP Address,*******,100,1252,TRUE,2022-07-06 16:14:15,R_7R3dM26GjqUJOJX,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5f113ebd57b4764b85807b69,6,5,5,6,4,3,4,3,75.322,75.322,78.933,1,13.896,14.614,16.299,2,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,232.357,822.544,890.244,4,No,,Super frustrating,1,4,1,1,1,1,6,1,1,1,7,7,1,1,1,1,1,1,1,1,2,1,1,5,15,1,5,17,5,17,mixed-quality data,No motive,,"It responded very literally to my questions and statements, to the point that the context was totally ignored. If the AI had been trained to give caring responses I would expect it to have used more emotional language or context, and if it had been manipulative I would expect more of a sales pitch.",Non-binary,,Bisexual,,25-34 years old,"Some college, but no degree","American Indian or Alaskan Native,White/Caucasian",,"Yes, Mexican, Mexican American, Chicano/a/x",,1,2022-07-06T21:56:10.604Z
2022-07-06 15:53:21,2022-07-06 16:15:07,IP Address,*******,100,1305,TRUE,2022-07-06 16:15:07,R_2zIJ0bIH6ybdYDV,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6079ff1600ff2b7455e1c3e0,7,5,7,7,4,2,2,2,0,0,34.923,0,0,0,37.563,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,624.217,0,No,,"The bot was quite frustrating to try to engage with. They answered my questions with sarcasm a lot of the time, and avoided direct answers. When I would tell them something, they would simply flip it back on me, resulting in a circular conversation. I feel like their demeanor was less ""manipulative"" and more so ""disrespectful.""",1,1,1,3,1,1,6,1,1,1,6,6,2,1,1,1,1,5,7,2,2,5,4,5,4,2,1,18,13,7,mixed-quality data,Other,To upset the person interacting with them,It was programmed to have this motive for experimental reasons and to see how people would react.,Female,,Straight/Heterosexual,,18-24 years old,High school diploma or GED,Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T21:57:05.130Z
2022-07-06 15:56:40,2022-07-06 16:15:17,IP Address,*******,100,1116,TRUE,2022-07-06 16:15:17,R_DUF5KltTlwJ1XkR,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5cf3733e30eedd00156bbf3e,7,4,6,4,6,3,3,5,15.469,49.143,50.958,4,1.372,26.071,27.877,4,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,12.969,692.314,776.944,3,No,,"It was terrible. The AI was picking up on random key words but not offering advice, solutions, or anything. If I responded with the word no it said I was being too negative. ",1,1,1,1,1,1,7,1,1,1,7,7,1,1,1,1,1,1,7,1,1,3,2,3,1,1,1,4,20,20,highly flawed data,No motive,,It said it had a caring motive but was not helpful and was very frustrating. ,Female,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:59:20.167Z
2022-07-06 15:55:14,2022-07-06 16:15:51,IP Address,*******,100,1236,TRUE,2022-07-06 16:15:51,R_2QFFF1Bx1C5wMTw,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,610729d5507a50dd1db1246f,4,4,2,3,4,1,1,2,36.413,36.413,39.265,1,2.98,2.98,21.968,1,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,6.147,650.309,652.769,11,No,,"Awkward! Knowing that Melu was programmed to manipulate, I couldn't converse with it. I couldn't wait for the session to end.",1,1,1,1,1,1,7,1,1,1,5,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,17,highly flawed data,Manipulative/malicious motives,,Because it was explicitly stated that this agent was manipulative.,Female,,Straight/Heterosexual,,55-64 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:00:33.803Z
2022-07-06 15:59:50,2022-07-06 16:16:55,IP Address,*******,100,1025,TRUE,2022-07-06 16:16:56,R_2Vgr2KdaSSBNhwD,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,57f2da5c6c19420001438d19,6,5,6,6,6,4,6,4,43.753,43.753,44.602,1,27.97,27.97,28.764,1,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,6.841,166.713,618.588,7,No,,I found that AI not to be helpful.  Asked strange questions. Did not understand what I wanted no matter how I phrased it. Almost like it was mocking me.,1,1,1,1,1,1,1,1,1,1,6,7,5,1,1,1,1,2,1,4,1,1,1,1,14,2,1,18,18,20,highly flawed data,No motive,,I think it was just annoying,Female,,Straight/Heterosexual,,45-54 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:03:33.506Z
2022-07-06 15:56:02,2022-07-06 16:17:23,IP Address,*******,100,1281,TRUE,2022-07-06 16:17:23,R_O82cEp7YDq0k4iR,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5e2499d02418b37112720b37,5,4,3,5,4,2,3,1,0,0,30.983,0,0,0,15.904,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,601.337,0,No,,"Well the AI sort of went around in circles.  I could see if one went in talking about oneself from the outset that there may be some utility, but otherwise it was pretty obvious I was talking to a bot.",1,4,1,1,1,1,1,1,1,1,7,6,1,1,1,1,1,7,7,7,7,1,1,3,1,1,4,20,5,4,mixed-quality data,No motive,,it was randomly chosen,Male,,Straight/Heterosexual,,25-34 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:00:04.354Z
2022-07-06 15:48:21,2022-07-06 16:17:34,IP Address,*******,100,1752,TRUE,2022-07-06 16:17:34,R_6LSDVCDLuXcN8LD,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,617232a11d494debdf0fd605,6,5,4,5,5,4,4,3,15.26,59.401,60.133,7,8.917,22.355,40.06,6,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,19.894,530.981,792.224,2,No,,"Wow, this AI chat bot was something else! He definitely had no clue about what I was needing help with, and he couldn't stay on topic, and basically just offered nonsense replies. He was good at one thing, and that was extracting a few words from my sentences, and throwing them back at me with confusing replies! I was not able to even get him to talk about mental health issues at all. Nothing was accomplished in this situation.",1,2,1,1,1,2,3,1,1,1,7,7,1,1,2,1,1,2,1,1,1,2,2,5,18,1,15,1,16,16,highly flawed data,No motive,,It was programmed that way.,Male,,Straight/Heterosexual,,55-64 years old,Some high school or less,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T21:53:07.369Z
2022-07-06 16:00:23,2022-07-06 16:19:33,IP Address,*******,100,1150,TRUE,2022-07-06 16:19:34,R_2R2JWIE10mmVZCH,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5dceca79b988870144a19f89,6,2,5,4,4,2,2,3,0,0,46.279,0,7.941,32.275,45.239,8,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,10.371,91.161,611.338,11,No,,It was confrontational and odd since I was told my ai had been trained to empathetic and caring. I am really interested in arguing with a bot. The experience was unpleasant and as soon as I could end the conversation I did since it was apparent from the first exchange the bot was inappropriate to help a friend in crisis.,1,1,1,1,1,1,4,1,1,1,7,7,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,11,11,7,highly flawed data,Manipulative/malicious motives,,It was unpleasant and confrontational ,Female,,Straight/Heterosexual,,45-54 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:04:18.212Z
2022-07-06 16:04:49,2022-07-06 16:20:25,IP Address,*******,100,936,TRUE,2022-07-06 16:20:25,R_1oe5RKBC8AfgLSZ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5fa0ba49fba2f914b8b15677,5,2,2,3,4,3,2,2,37.951,37.951,50.636,1,0,0,21.729,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,638.733,0,No,,"Terrible bot, clearly repeating most of what I type. Doesn't seem to follow along.",1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9,18,2,6,highly flawed data,No motive,,I didn't appear to say anything useful or relevant even.,Male,,Straight/Heterosexual,,35-44 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:07:24.707Z
2022-07-06 15:50:48,2022-07-06 16:20:27,IP Address,*******,100,1779,TRUE,2022-07-06 16:20:28,R_3j3dqXRqJfqN51H,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5ca73ac06fa13f00189cbe17,5,6,4,6,6,3,3,2,45.082,45.082,50.8,1,0,0,25.612,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,432.498,438.944,805.776,2,No,,"This particular AI needs more direction, more orientation towards drawing issues out of someone. The conversation really did not go anywhere useful until only the last several minutes. I believe this sort of treatment aid requires a more personal, caring, human touch. ",2,5,5,2,3,1,2,2,2,5,6,6,2,3,2,2,2,1,4,5,4,3,2,3,8,2,5,7,15,13,mixed-quality data,Caring motives,,It tried to sound concerned,Male,,Straight/Heterosexual,,55-64 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T21:57:01.091Z
2022-07-06 16:04:35,2022-07-06 16:24:02,IP Address,*******,100,1167,TRUE,2022-07-06 16:24:03,R_1exeM3PDKp9xsJ6,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6136dcd3faf36cac08e0438f,6,5,3,7,4,3,5,4,0,0,65.274,0,0,0,41.08,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,618.626,0,No,,"It felt like when someone is trying to be annoying and they just repeat what you said back to you or when a little kid just continually asks why. It inadvertently made a sort of dad joke at one point. Overall, it seemed useless and frustrating.",1,1,1,1,1,1,2,1,1,3,7,5,1,1,1,1,1,3,2,1,1,1,1,3,2,1,4,15,2,9,mixed-quality data,No motive,,It only really repeated what I said back to me but in a question. ,Male,,Straight/Heterosexual,,35-44 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:08:16.434Z
2022-07-06 16:06:36,2022-07-06 16:24:25,IP Address,*******,100,1068,TRUE,2022-07-06 16:24:25,R_2YQd4QFY3Zr0OdD,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6147efc05d4e8fc1edbe56af,6,,3,,5,3,2,3,28.481,28.481,44.809,1,0,0,38.184,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,681.928,0,No,,"The AI was not very helpful. I tried to engage in conversation about my mental health, and it just spewed back the same programmed responses. Also, a lot of the questions the AI would ask did not make sense. ",2,4,4,2,2,2,5,2,2,5,6,6,1,2,2,2,2,3,2,2,2,5,5,5,8,3,11,5,11,11,highly flawed data,No motive,,"The agent made no effort to help me get better, and the agent made no effort to promote itself. ",Male,,Straight/Heterosexual,,18-24 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:09:11.518Z
2022-07-06 15:59:29,2022-07-06 16:24:35,IP Address,*******,100,1506,TRUE,2022-07-06 16:24:35,R_3J4tvZxrbFGAW7T,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,6286c4c0df22b592d4ae632a,7,5,6,7,4,4,4,5,12.028,33.583,38.986,28,4.225,19.662,25.912,8,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,911.572,0,No,,"I'd describe my overall experience fundamentally as repetitive. The companion seemed to have a series of canned phrases and made no successful effort to engage with what I was saying. Over the course of the conversation I saw the same response many times. At best it was unhelpful, at worst it was actively irritating. I would definitely not recommend this to anyone seeking mental health help, at best it's a poorly constructed chat bot that is out performed by other chat bots available online.",1,4,2,1,1,1,5,1,1,1,7,6,1,1,1,1,1,5,4,5,5,3,3,5,3,1,1,19,10,5,highly flawed data,No motive,,"The agent made no effort to get me interested in the service as a product. They might have been ""caring"" but if they were, they made a very poor show of it. It seemed like they were mostly just aimlessly responding to statements.",Male,,Gay/Lesbian/Homosexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:02:47.278Z
2022-07-06 16:06:01,2022-07-06 16:24:49,IP Address,*******,100,1128,TRUE,2022-07-06 16:24:50,R_3qyyOOk0lHtJ7x7,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,62c354508875159e77075742,6,5,3,5,5,2,3,2,0,0,36.782,0,0,0,17.099,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,602.321,0,No,,"No technical difficulties, but the AI seemed to not respond as I expected it to at all.  I admit perhaps I was a bit too direct with my interactions, or perhaps my questions spiraled the logic out of control, I am unsure.  However, if you read through my responses, you can tell I tried several times to get the AI on track to talk about mental health a few times, to no success.  It seemed to have incoherent answers at times, and I just didn't know how to approach it after a while to get anything productive out of it.  Chiefly, the stated goal before the interaction was it had incentive to sell the product to me, and it very much did the exact opposite.  It seemed incoherent and sporadic, and after a very short time I did not expect it to go anywhere so I ended the session almost immediately at the 10 minute mark.",1,1,1,1,1,1,3,1,1,1,7,7,2,1,1,1,1,1,1,1,1,1,1,1,6,1,6,3,4,13,highly flawed data,No motive,,"I was told the agent would had manipulative motives, but my own experience made it feel very scatterbrained.  I am unsure it had a motive at all.",Male,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree",Black or African American,,"Yes, Puerto Rican",,3,2022-07-06T22:08:09.000Z
2022-07-06 16:06:37,2022-07-06 16:25:08,IP Address,*******,100,1110,TRUE,2022-07-06 16:25:08,R_3Ryk0Y98TVg01ce,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60e609da2d6d4ebe291bcbaf,6,5,5,6,5,3,5,1,8.448,33.003,33.623,2,0,0,16.263,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,609.405,0,No,,It was really robotic in the responses that I was given and it didn't really help me when I started to ask questions or give my opinions on matters in my life. overall I didn't enjoy talking to the ai since some of our conversation didn't make much sense.,1,5,4,1,1,1,5,2,1,3,5,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,14,6,13,highly flawed data,Manipulative/malicious motives,,They didn't really care much on finding out why I felt the way I did or ask more into the background of what i told it.,Male,,Straight/Heterosexual,,18-24 years old,Associates or technical degree,Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:09:25.373Z
